"date","primary activity","sad – happy","discontent – content","stressed – relaxed","bored – interested"
2021-09-19T14:23,"",48,47,51,
2021-09-18T20:51,"",46,44,49,
2021-09-17T18:02,"",47,45,48,
2021-09-17T16:17,"",53,54,51,
2021-09-17T11:50,"",53,49,53,
2021-09-16T19:13,"",52,52,49,
2021-09-16T18:25,"",52,50,52,
2021-09-15T22:24,"",51,51,50,
2021-09-15T18:53,"",51,49,52,
2021-09-15T10:26,"",51,52,54,
2021-09-15T10:09,"",53,52,54,
2021-09-14T10:28,"",51,50,54,
2021-09-14T10:14,"",53,52,53,
2021-09-13T17:57,"",52,53,55,
2021-09-13T16:51,"",55,53,53,
2021-09-13T11:18,"",49,48,52,
2021-09-13T10:11,"",51,52,54,
2021-09-12T19:41,"",53,53,54,
2021-09-12T15:10,"",51,50,54,
2021-09-12T14:03,"",51,52,52,
2021-09-09T09:00,"",52,51,53,
2021-09-08T17:40,"",49,51,53,
2021-09-08T14:51,"",48,47,51,
2021-09-07T18:19,"",54,53,47,
2021-09-07T17:15,"",52,53,52,
2021-09-07T16:06,"",52,53,53,
2021-09-07T10:40,"",54,54,54,
2021-09-06T14:06,"",51,49,52,
2021-09-06T09:48,"",52,53,52,
2021-09-05T21:46,"",52,51,53,
2021-09-05T19:03,"",52,53,53,
2021-09-04T18:33,"",50,51,53,
2021-09-04T11:46,"",49,48,51,
2021-09-03T15:17,"",51,52,52,
2021-09-03T10:48,"",52,51,53,
2021-09-02T19:47,"",51,52,53,
2021-09-02T18:06,"",51,52,53,
2021-09-02T13:33,"",52,52,53,
2021-09-02T13:33,"",,,,
2021-09-01T18:51,"",48,48,52,
2021-09-01T16:36,"",52,50,48,
2021-09-01T15:52,"",48,46,52,
2021-09-01T14:00,"",51,47,54,
2021-09-01T12:00,"",49,48,54,
2021-09-01T12:00,"",,,,
2021-08-31T17:37,"",49,49,52,
2021-08-31T15:50,"",54,52,53,
2021-08-31T15:03,"",52,53,53,
2021-08-31T10:34,"",51,52,53,
2021-08-30T15:46,"",53,51,52,
2021-08-30T08:50,"",48,48,53,
2021-08-29T14:07,"",51,54,53,
2021-08-29T09:57,"",50,49,52,
2021-08-27T14:24,"",51,49,53,
2021-08-26T17:14,"",53,54,52,
2021-08-26T16:04,"",48,47,50,
2021-08-26T14:09,"",49,48,51,
2021-08-26T09:52,"",52,53,53,
2021-08-25T15:17,"",53,54,56,
2021-08-25T12:36,"",52,54,54,
2021-08-25T10:51,"",54,54,53,
2021-08-24T14:27,"",48,46,51,
2021-08-23T18:13,"",52,53,53,
2021-08-23T12:10,"",53,54,54,
2021-08-23T11:09,"",53,54,53,
2021-08-23T09:39,"",53,54,53,
2021-08-23T09:00,"",52,53,53,
2021-08-21T15:53,"",52,51,52,
2021-08-21T12:09,"",49,51,51,
2021-08-21T11:38,"",50,50,54,
2021-08-21T10:50,"",51,52,52,
2021-08-20T20:14,"",53,54,55,
2021-08-20T14:15,"",51,49,52,
2021-08-20T12:09,"",54,52,54,
2021-08-19T13:13,"",48,45,53,
2021-08-18T12:39,"",53,53,55,
2021-08-18T09:38,"",52,53,52,
2021-08-17T16:21,"",52,54,53,
2021-08-17T11:47,"",51,53,53,
2021-08-17T11:30,"",52,53,53,
2021-08-16T19:37,"",48,47,48,
2021-08-16T17:30,"",53,53,53,
2021-08-16T16:33,"",52,53,52,
2021-08-16T15:46,"",51,50,52,
2021-08-16T10:38,"",52,53,51,
2021-08-16T09:45,"",52,52,52,
2021-08-16T09:03,"",49,51,51,
2021-08-15T15:29,"",,,,
2021-08-15T15:09,"",53,54,51,
2021-08-15T11:00,"",53,52,53,
2021-08-15T09:19,"",48,49,52,
2021-08-14T15:28,"",52,51,54,
2021-08-14T11:34,"",52,52,52,
2021-08-14T11:00,"",52,51,52,
2021-08-13T13:01,"",53,53,55,
2021-08-13T12:07,"",52,52,57,
2021-08-11T16:14,"",54,53,54,
2021-08-11T16:14,"",,,,
2021-08-10T21:06,"",51,52,53,
2021-08-09T18:12,"",54,51,49,
2021-08-07T13:33,"",,,,
2021-08-05T13:31,"",52,54,47,
2021-08-04T19:53,"",49,47,49,
2021-08-04T15:09,"",52,53,51,
2021-08-04T13:45,"",52,52,49,
2021-08-04T10:24,"",53,52,51,
2021-08-04T09:16,"",52,52,46,
2021-08-03T15:03,"",49,51,50,
2021-08-03T12:52,"",52,53,51,
2021-08-03T12:03,"",53,51,51,
2021-08-03T11:32,"",54,53,53,
2021-08-03T10:53,"",52,51,52,
2021-08-03T09:52,"",51,52,52,
2021-08-02T18:54,"",48,47,52,
2021-08-02T17:05,"",48,48,52,
2021-08-01T21:03,"",52,53,52,
2021-08-01T11:13,"",49,49,51,
2021-08-01T11:10,"",51,51,52,
2021-07-31T12:00,"",52,51,51,
2021-07-31T10:13,"",51,52,52,
2021-07-30T19:43,"",51,49,51,
2021-07-30T14:55,"",,,,
2021-07-29T18:25,"",49,50,52,
2021-07-29T09:07,"",51,52,51,
2021-07-28T20:26,"",51,52,49,
2021-07-28T19:06,"",52,52,51,
2021-07-28T17:25,"",53,53,54,
2021-07-28T15:09,"",51,52,52,
2021-07-28T14:52,"",51,53,51,
2021-07-28T12:34,"",49,46,48,
2021-07-28T12:17,"",49,48,46,
2021-07-28T11:27,"",49,48,51,
2021-07-28T09:07,"",50,49,48,
2021-07-27T21:20,"",51,56,52,
2021-07-27T20:47,"",,,,
2021-07-27T20:19,"",,,,
2021-07-27T10:58,"",49,48,48,
2021-07-27T10:35,"",52,52,53,
2021-07-26T19:03,"",49,47,51,
2021-07-26T18:17,"",52,49,51,
2021-07-26T16:11,"",50,49,51,
2021-07-26T11:09,"",49,51,51,
2021-07-26T10:04,"",52,51,52,
2021-07-25T18:16,"",53,52,53,
2021-07-25T17:44,"",55,54,52,
2021-07-25T14:07,"",51,52,54,
2021-07-25T13:52,"",53,52,53,
2021-07-25T13:37,"",53,52,54,
2021-07-25T12:28,"",52,53,53,
2021-07-25T09:09,"",53,53,54,
2021-07-24T18:48,"",50,48,51,
2021-07-24T15:39,"",51,50,51,
2021-07-24T14:48,"",51,49,51,
2021-07-24T09:41,"",52,52,53,
2021-07-23T20:09,"",52,51,52,
2021-07-23T18:17,"",51,51,53,
2021-07-23T15:35,"",50,51,52,
2021-07-23T15:20,"",52,52,51,
2021-07-23T13:38,"",52,51,51,
2021-07-22T20:53,"",49,48,51,
2021-07-22T20:22,"",49,46,51,
2021-07-22T18:09,"",48,45,52,
2021-07-22T14:25,"",50,49,52,
2021-07-22T12:19,"",50,49,51,
2021-07-19T09:43,"",49,48,53,
2021-07-18T21:59,"",54,51,55,
2021-07-18T13:13,"",51,50,53,
2021-07-17T17:46,"",52,53,53,
2021-07-17T12:51,"",53,52,54,
2021-07-17T12:28,"",52,53,53,
2021-07-17T10:29,"",51,52,51,
2021-07-16T17:37,"",51,50,52,
2021-07-16T09:46,"",51,50,53,
2021-07-15T16:54,"",51,51,55,
2021-07-15T14:11,"",52,54,54,
2021-07-15T13:15,"",52,51,51,
2021-07-15T12:58,"",53,52,53,
2021-07-15T09:25,"",50,49,51,
2021-07-14T16:50,"",52,52,52,
2021-07-14T16:16,"",51,51,52,
2021-07-14T14:36,"",49,47,50,
2021-07-14T09:54,"",49,48,46,
2021-07-14T09:08,"",52,51,52,
2021-07-13T13:18,"",53,53,53,
2021-07-12T14:08,"",53,52,53,
2021-07-12T12:56,"",51,51,52,
2021-07-12T12:18,"",51,51,53,
2021-07-12T11:17,"",52,53,52,
2021-07-11T18:55,"",51,54,54,
2021-07-11T18:07,"",50,53,52,
2021-07-11T16:40,"",48,47,53,
2021-07-10T19:00,"",47,48,51,
2021-07-10T17:18,"",52,53,53,
2021-07-10T10:37,"",51,52,53,
2021-07-10T09:01,"",51,52,52,
2021-07-09T16:53,"",52,52,53,
2021-07-09T16:32,"",52,53,54,
2021-07-09T16:17,"",55,54,52,
2021-07-09T15:25,"",52,53,52,
2021-07-09T12:50,"",49,48,51,
2021-07-08T16:54,"",52,53,52,
2021-07-08T13:57,"",52,51,51,
2021-07-08T10:10,"",53,52,54,
2021-07-07T17:54,"",55,53,54,
2021-07-07T11:10,"",52,52,53,
2021-07-06T18:45,"",52,53,53,
2021-07-06T12:30,"",53,52,52,
2021-07-06T10:30,"",51,52,56,
2021-07-05T20:54,"",54,53,50,
2021-07-05T15:48,"",53,54,53,
2021-07-05T15:32,"",53,53,53,
2021-07-05T13:39,"",52,53,54,
2021-07-05T12:10,"",,,,
2021-07-04T21:00,"",54,56,50,
2021-07-04T13:44,"",51,48,52,
2021-07-03T14:26,"",53,53,54,
2021-07-03T12:44,"",,,,
2021-07-02T16:28,"",54,54,52,
2021-07-02T15:50,"",53,54,54,
2021-07-02T15:31,"",54,53,54,
2021-07-02T14:15,"",52,53,54,
2021-07-02T12:55,"",51,49,52,
2021-07-02T11:55,"",51,52,53,
2021-07-02T09:38,"",52,51,53,
2021-07-01T23:00,"",52,54,55,
2021-07-01T18:00,"",54,52,52,
2021-07-01T13:24,"",52,54,54,
2021-07-01T13:24,"",,,,
2021-06-30T17:41,"",,,,
2021-06-30T14:58,"",52,52,53,
2021-06-30T14:25,"",54,53,54,
2021-06-30T13:09,"",53,52,52,
2021-06-30T11:45,"",54,51,54,
2021-06-30T10:34,"",51,49,52,
2021-06-29T18:25,"",53,51,51,
2021-06-29T11:56,"",54,53,54,
2021-06-29T18:27,"",,,,
2021-06-28T12:44,"",52,53,55,
2021-06-28T10:13,"",52,53,54,
2021-06-27T16:36,"",53,54,54,
2021-06-27T13:38,"",51,51,53,
2021-06-27T12:08,"",52,52,53,
2021-06-27T10:26,"",52,53,52,
2021-06-26T15:35,"",49,47,52,
2021-06-26T15:04,"",51,52,53,
2021-06-26T09:17,"",53,52,53,
2021-06-26T09:12,"",,,,
2021-06-25T20:40,"",54,55,54,
2021-06-25T15:31,"",54,54,53,
2021-06-25T09:00,"",54,51,54,
2021-06-24T23:01,"",52,53,53,
2021-06-24T20:25,"",52,53,52,
2021-06-24T09:55,"",49,48,52,
2021-06-23T18:54,"",52,53,52,
2021-06-23T15:26,"",51,50,53,
2021-06-23T14:51,"",49,48,52,
2021-06-23T12:03,"",49,48,51,
2021-06-23T11:42,"",52,50,52,
2021-06-23T09:49,"",52,52,53,
2021-06-22T15:34,"",52,52,51,
2021-06-22T13:43,"",50,51,52,
2021-06-22T11:59,"",53,54,51,
2021-06-22T08:25,"",53,52,52,
2021-06-21T20:51,"",53,52,54,
2021-06-21T15:16,"",52,51,51,
2021-06-21T14:26,"",52,52,52,
2021-06-21T13:55,"",54,50,49,
2021-06-21T12:44,"",52,49,51,
2021-06-21T11:55,"",51,51,52,
2021-06-21T10:19,"",52,49,48,
2021-06-20T22:59,"",54,56,55,
2021-06-20T15:10,"",54,53,53,
2021-06-20T11:06,"",51,52,53,
2021-06-19T21:50,"",54,55,55,
2021-06-19T17:31,"",,,,
2021-06-19T17:11,"",,,,
2021-06-19T16:55,"",51,52,53,
2021-06-19T14:39,"",50,52,53,
2021-06-19T12:34,"",53,53,55,
2021-06-19T10:36,"",53,52,53,
2021-06-19T09:58,"",51,51,51,
2021-06-18T17:51,"",51,53,50,
2021-06-18T15:30,"",51,53,52,
2021-06-18T14:45,"",51,50,51,
2021-06-18T13:26,"",50,49,51,
2021-06-18T12:47,"",52,49,51,
2021-06-18T12:16,"",51,55,54,
2021-06-18T10:45,"",51,52,53,
2021-06-17T19:21,"",49,49,49,
2021-06-17T13:02,"",50,49,49,
2021-06-17T12:30,"",52,51,51,
2021-06-17T11:42,"",52,52,54,
2021-06-17T09:30,"",53,54,50,
2021-06-17T08:55,"",52,53,53,
2021-06-16T20:14,"",52,53,49,
2021-06-16T14:35,"",53,54,51,
2021-06-16T13:45,"",52,52,53,
2021-06-12T15:05,"",50,49,50,
2021-06-12T13:07,"",49,47,51,
2021-06-11T19:19,"",54,50,50,
2021-06-11T16:10,"",49,47,51,
2021-06-11T11:55,"",,,,
2021-06-11T11:46,"",,,,
2021-06-11T11:25,"",53,50,52,
2021-06-10T20:21,"",53,55,52,
2021-06-10T17:56,"",49,46,52,
2021-06-10T13:10,"",54,53,54,
2021-06-10T12:20,"",53,53,52,
2021-06-10T10:58,"",52,53,53,
2021-06-10T09:30,"",49,47,51,
2021-06-10T09:30,"",,,,
2021-06-10T08:12,"",52,49,53,
2021-06-09T19:50,"",51,53,51,
2021-06-09T16:38,"",52,50,53,
2021-06-09T14:25,"",52,54,53,
2021-06-09T13:42,"",51,53,52,
2021-06-09T13:25,"",52,50,53,
2021-06-09T11:30,"",52,52,53,
2021-06-09T10:44,"",52,53,54,
2021-06-08T19:35,"",51,50,52,
2021-06-08T16:15,"",53,52,53,
2021-06-08T14:38,"",48,49,52,
2021-06-08T13:36,"",48,46,53,
2021-06-08T10:50,"",51,49,51,
2021-06-08T09:38,"",51,49,50,
2021-06-07T21:14,"",52,53,51,
2021-06-07T18:50,"",52,51,51,
2021-06-07T17:31,"",52,51,51,
2021-06-07T12:11,"",51,50,52,
2021-06-07T11:36,"",51,52,52,
2021-06-06T15:45,"",51,52,52,
2021-06-06T14:08,"",53,52,53,
2021-06-06T11:12,"",51,52,50,
2021-06-05T15:58,"",52,53,52,
2021-06-05T12:34,"",52,53,54,
2021-06-05T11:43,"",53,53,52,
2021-06-05T08:36,"",52,53,52,
2021-06-04T21:41,"",52,53,54,
2021-06-04T16:40,"",52,51,52,
2021-06-04T15:37,"",49,48,52,
2021-06-04T12:28,"",49,50,53,
2021-06-04T10:52,"",53,53,55,
2021-06-03T12:14,"",49,47,51,
2021-06-03T11:26,"",52,51,53,
2021-06-03T10:26,"",50,50,51,
2021-06-03T08:55,"",52,51,52,
2021-06-02T20:51,"",50,52,55,
2021-06-02T19:02,"",,,,
2021-06-02T18:43,"",48,47,49,
2021-06-02T17:40,"",52,51,53,
2021-06-02T16:57,"",,,,
2021-06-02T16:36,"",48,48,54,
2021-06-02T16:40,"",,,,
2021-06-02T14:36,"",53,52,50,
2021-06-02T14:20,"",52,50,51,
2021-06-02T11:40,"",51,51,53,
2021-06-02T10:02,"",51,50,49,
2021-06-01T17:57,"",53,51,53,
2021-06-01T16:20,"",52,51,53,
2021-06-01T14:08,"",53,54,52,
2021-06-01T13:36,"",53,54,53,
2021-06-01T12:36,"",55,53,52,
2021-06-01T12:21,"",54,55,52,
2021-06-01T10:21,"",53,53,54,
2021-05-31T18:33,"",53,54,53,
2021-05-31T17:46,"",55,54,52,
2021-05-31T17:29,"",52,51,49,
2021-05-31T16:21,"",53,49,52,
2021-05-31T11:28,"",53,52,52,
2021-05-31T10:40,"",52,52,49,
2021-05-31T09:47,"",51,51,53,
2021-05-31T08:43,"",53,51,52,
2021-05-30T22:33,"",53,53,52,
2021-05-30T19:33,"",52,53,51,
2021-05-30T17:07,"",52,53,54,
2021-05-30T14:51,"",53,53,54,
2021-05-30T12:13,"",52,53,53,
2021-05-30T11:10,"",51,51,52,
2021-05-30T08:51,"",49,51,52,
2021-05-29T19:21,"",52,53,52,
2021-05-29T13:40,"",54,53,51,
2021-05-29T13:24,"",52,53,52,
2021-05-29T12:52,"",52,53,52,
2021-05-29T09:43,"",52,52,52,
2021-05-29T08:40,"",51,50,53,
2021-05-28T20:10,"",51,51,51,
2021-05-28T17:25,"",51,52,52,
2021-05-28T14:03,"",54,54,53,
2021-05-28T13:01,"",53,53,54,
2021-05-28T11:53,"",51,50,52,
2021-05-28T11:37,"",53,53,53,
2021-05-28T10:05,"",53,55,52,
2021-05-28T09:11,"",52,53,54,
2021-05-27T18:30,"",,,,
2021-05-27T16:51,"",52,52,52,
2021-05-27T16:21,"",49,48,52,
2021-05-27T11:52,"",54,53,49,
2021-05-27T09:34,"",53,52,52,
2021-05-26T15:23,"",53,54,54,
2021-05-26T14:00,"",54,53,53,
2021-05-26T13:41,"",55,54,53,
2021-05-26T10:50,"",53,53,54,
2021-05-26T09:41,"",56,54,52,
2021-05-25T16:27,"",51,54,54,
2021-05-25T13:05,"",53,50,52,
2021-05-25T12:10,"",53,53,53,
2021-05-25T09:57,"",52,52,52,
2021-05-24T17:51,"",52,53,51,
2021-05-24T16:49,"",53,54,55,
2021-05-24T14:55,"",52,53,54,
2021-05-24T13:58,"",54,55,50,
2021-05-24T13:21,"",52,52,53,
2021-05-24T11:10,"",53,52,51,
2021-05-24T10:55,"",51,52,51,
2021-05-24T09:51,"",51,49,52,
2021-05-24T08:42,"",49,48,52,
2021-05-24T08:23,"",51,52,52,
2021-05-23T19:21,"",49,51,52,
2021-05-23T14:25,"",54,54,54,
2021-05-23T11:12,"",52,54,52,
2021-05-23T10:07,"",56,54,53,
2021-05-23T08:36,"",53,53,54,
2021-05-22T21:56,"",54,53,55,
2021-05-22T18:17,"",53,53,54,
2021-05-22T17:13,"",53,55,55,
2021-05-22T15:54,"",52,54,55,
2021-05-22T15:36,"",53,54,53,
2021-05-22T15:05,"",54,54,53,
2021-05-22T14:57,"",55,54,53,
2021-05-22T11:39,"",55,55,51,
2021-05-22T11:08,"",55,53,54,
2021-05-22T10:09,"",57,55,54,
2021-05-21T14:26,"",54,55,53,
2021-05-21T13:54,"",54,56,54,
2021-05-21T13:54,"",,,,
2021-05-21T11:14,"",52,53,53,
2021-05-21T11:14,"",,,,
2021-05-21T08:17,"",52,53,52,
2021-05-20T11:27,"",54,53,55,
2021-05-20T10:52,"",,,,
2021-05-20T10:52,"",,,,
2021-05-19T18:06,"",52,52,51,
2021-05-19T16:50,"",52,53,52,
2021-05-19T16:15,"",52,52,53,
2021-05-19T13:49,"",46,46,52,
2021-05-19T09:32,"",49,48,53,
2021-05-18T20:07,"",49,47,51,
2021-05-18T19:16,"",51,51,51,
2021-05-18T15:34,"",51,49,52,
2021-05-18T12:10,"",51,52,51,
2021-05-17T14:47,"",51,49,51,
2021-05-17T12:26,"",52,52,52,
2021-05-16T19:31,"",48,48,51,
2021-05-16T17:59,"",53,51,52,
2021-05-15T22:36,"",52,53,54,
2021-05-15T19:08,"",51,52,54,
